,Marka,Model,Year,Color,Engine,Fuel_type,Mileage,Gear_box,New,Price
615,Nissan,Sunny,2012,Ağ,1.5,Benzin,310000,Avtomat,Xeyr,5900
616,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
622,Hyundai,Santa Fe,2014,Yaş Asfalt,2.0,Dizel,203000,Avtomat,Xeyr,17043
626,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
627,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
629,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
630,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
636,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,17300
637,Mercedes,ML 270 4MATIC,2004,Qara,2.7,Dizel,436000,Avtomat,Xeyr,8260
639,Nissan,Sunny,2012,Ağ,1.5,Benzin,310000,Avtomat,Xeyr,5900
640,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
646,Hyundai,Santa Fe,2014,Yaş Asfalt,2.0,Dizel,203000,Avtomat,Xeyr,17043
650,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
651,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
653,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
654,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
660,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,17300
661,Mercedes,ML 270 4MATIC,2004,Qara,2.7,Dizel,436000,Avtomat,Xeyr,8260
663,Nissan,Sunny,2012,Ağ,1.5,Benzin,310000,Avtomat,Xeyr,5900
664,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
670,Hyundai,Santa Fe,2014,Yaş Asfalt,2.0,Dizel,203000,Avtomat,Xeyr,17043
672,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
673,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
674,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
677,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
678,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
680,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
681,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
687,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,17300
688,Mercedes,ML 270 4MATIC,2004,Qara,2.7,Dizel,436000,Avtomat,Xeyr,8260
690,Nissan,Sunny,2012,Ağ,1.5,Benzin,310000,Avtomat,Xeyr,5900
691,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
696,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
697,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
698,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
701,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
702,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
704,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
705,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
711,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,17300
712,Mercedes,ML 270 4MATIC,2004,Qara,2.7,Dizel,436000,Avtomat,Xeyr,8260
714,Nissan,Sunny,2012,Ağ,1.5,Benzin,310000,Avtomat,Xeyr,5900
715,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
723,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
724,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
725,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
728,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
729,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
731,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
732,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
738,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,17300
739,Mercedes,ML 270 4MATIC,2004,Qara,2.7,Dizel,436000,Avtomat,Xeyr,8260
741,Nissan,Sunny,2012,Ağ,1.5,Benzin,310000,Avtomat,Xeyr,5900
742,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
748,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
749,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
750,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
753,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
754,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
756,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
757,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
763,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,17300
764,Mercedes,ML 270 4MATIC,2004,Qara,2.7,Dizel,436000,Avtomat,Xeyr,8260
766,Nissan,Sunny,2012,Ağ,1.5,Benzin,310000,Avtomat,Xeyr,5900
767,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
768,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
773,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
774,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
775,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
778,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
779,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
781,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
782,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
788,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,17300
789,Mercedes,ML 270 4MATIC,2004,Qara,2.7,Dizel,436000,Avtomat,Xeyr,8260
791,Nissan,Sunny,2012,Ağ,1.5,Benzin,310000,Avtomat,Xeyr,5900
792,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
793,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
798,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
799,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
800,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
803,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
804,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
806,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
807,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
813,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,17300
814,Mercedes,ML 270 4MATIC,2004,Qara,2.7,Dizel,436000,Avtomat,Xeyr,8260
817,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
818,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
823,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
824,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
825,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
828,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
829,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
831,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
832,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
838,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,17300
839,Mercedes,ML 270 4MATIC,2004,Qara,2.7,Dizel,436000,Avtomat,Xeyr,8260
841,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
842,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
847,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
848,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
849,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
852,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
853,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
855,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
856,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
862,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,17300
863,Mercedes,ML 270 4MATIC,2004,Qara,2.7,Dizel,436000,Avtomat,Xeyr,8260
866,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
867,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
872,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
873,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
874,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
877,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
878,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
880,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
881,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
887,Toyota,Corolla,2024,Ağ,1.8,Hibrid,0,Variator,Bəli,17300
888,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
891,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
892,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
897,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
898,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
899,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
902,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
903,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
905,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
906,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
912,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
915,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
916,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
921,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
922,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
923,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
926,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
927,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
929,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
930,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
936,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
937,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
940,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
941,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
946,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
947,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
948,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
951,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
952,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
954,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
955,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
960,BMW,528,2014,Ağ,2.0,Benzin,175000,Avtomat,Xeyr,15340
961,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
962,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
965,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
966,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
971,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
972,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
973,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
976,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
977,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
979,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
980,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
984,Kia,Sorento,2015,Yaş Asfalt,2.2,Dizel,141000,Avtomat,Xeyr,22892
986,BMW,528,2014,Ağ,2.0,Benzin,175000,Avtomat,Xeyr,15340
987,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
988,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
991,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
992,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
997,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
998,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
999,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
1002,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
1003,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
1005,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
1006,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
1009,Kia,Sorento,2015,Yaş Asfalt,2.2,Dizel,141000,Avtomat,Xeyr,22892
1011,BMW,528,2014,Ağ,2.0,Benzin,175000,Avtomat,Xeyr,15340
1012,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
1013,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
1016,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
1017,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
1022,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
1023,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
1024,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
1027,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
1028,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
1030,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
1031,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
1033,Kia,Sorento,2015,Yaş Asfalt,2.2,Dizel,141000,Avtomat,Xeyr,22892
1035,BMW,528,2014,Ağ,2.0,Benzin,175000,Avtomat,Xeyr,15340
1036,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
1037,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
1040,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
1041,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
1046,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
1047,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
1048,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
1051,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
1052,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
1054,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
1055,Changan,Deepal S7,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28100
1056,Changan,Qiyuan A05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,16300
1058,Kia,Sorento,2015,Yaş Asfalt,2.2,Dizel,141000,Avtomat,Xeyr,22892
1060,BMW,528,2014,Ağ,2.0,Benzin,175000,Avtomat,Xeyr,15340
1061,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
1062,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
1065,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
1066,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
1071,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
1072,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
1073,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
1076,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
1077,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
1079,Changan,Deepal S7,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,28100
1082,Changan,Qiyuan A05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,16300
1084,Kia,Sorento,2015,Yaş Asfalt,2.2,Dizel,141000,Avtomat,Xeyr,22892
1086,BMW,528,2014,Ağ,2.0,Benzin,175000,Avtomat,Xeyr,15340
1087,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
1088,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
1091,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
1092,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
1097,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
1098,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
1099,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
1102,Mercedes,C 300,2018,Qara,2.0,Benzin,150000,Avtomat,Xeyr,28500
1103,Changan,Deepal S7,2024,Tünd qırmızı,1.5,Plug-in Hibrid,0,Reduktor,Bəli,28400
1104,BMW,X6,2008,Qara,4.4,Benzin,215000,Avtomat,Xeyr,16461
1109,Changan,Qiyuan A05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,16300
1111,Kia,Sorento,2015,Yaş Asfalt,2.2,Dizel,141000,Avtomat,Xeyr,22892
1113,BMW,528,2014,Ağ,2.0,Benzin,175000,Avtomat,Xeyr,15340
1114,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
1115,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
1118,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
1119,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
1124,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
1125,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
1126,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
1129,BMW,X6,2008,Qara,4.4,Benzin,215000,Avtomat,Xeyr,16461
1134,Changan,Qiyuan A05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,16300
1136,Kia,Sorento,2015,Yaş Asfalt,2.2,Dizel,141000,Avtomat,Xeyr,22892
1138,BMW,528,2014,Ağ,2.0,Benzin,175000,Avtomat,Xeyr,15340
1139,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
1140,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
1143,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
1144,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
1149,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
1150,Hyundai,Tucson,2010,Ağ,2.0,Benzin,195158,Avtomat,Xeyr,11977
1151,Hyundai,Palisade,2019,Yaş Asfalt,2.2,Dizel,70000,Avtomat,Xeyr,36200
1153,Toyota,Camry,2020,Qara,2.5,Benzin,61000,Avtomat,Xeyr,30500
1155,BMW,X6,2008,Qara,4.4,Benzin,215000,Avtomat,Xeyr,16461
1160,Changan,Qiyuan A05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,16300
1162,Kia,Sorento,2015,Yaş Asfalt,2.2,Dizel,141000,Avtomat,Xeyr,22892
1164,BMW,528,2014,Ağ,2.0,Benzin,175000,Avtomat,Xeyr,15340
1165,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
1166,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
1169,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
1170,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
1175,Kia,Forte,2021,Göy,1.6,Benzin,19713,Robot,Xeyr,17405
1178,Toyota,Camry,2020,Qara,2.5,Benzin,61000,Avtomat,Xeyr,30500
1180,BMW,X6,2008,Qara,4.4,Benzin,215000,Avtomat,Xeyr,16461
1185,Changan,Qiyuan A05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,16300
1187,Kia,Sorento,2015,Yaş Asfalt,2.2,Dizel,141000,Avtomat,Xeyr,22892
1189,BMW,528,2014,Ağ,2.0,Benzin,175000,Avtomat,Xeyr,15340
1190,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
1191,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
1194,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
1195,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
1200,Land Rover,RR Sport,2017,Ağ,3.0,Dizel,109000,Avtomat,Xeyr,42900
1203,Toyota,Camry,2020,Qara,2.5,Benzin,61000,Avtomat,Xeyr,30500
1205,BMW,X6,2008,Qara,4.4,Benzin,215000,Avtomat,Xeyr,16461
1210,Changan,Qiyuan A05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,16300
1212,Kia,Sorento,2015,Yaş Asfalt,2.2,Dizel,141000,Avtomat,Xeyr,22892
1214,BMW,528,2014,Ağ,2.0,Benzin,175000,Avtomat,Xeyr,15340
1215,BMW,328,2012,Ağ,2.0,Benzin,186363,Avtomat,Xeyr,16225
1216,Mercedes,E 220 d,2015,Qara,2.2,Dizel,270000,Avtomat,Xeyr,20500
1219,Toyota,Highlander,2011,Tünd qırmızı,3.5,Benzin,92000,Avtomat,Xeyr,23500
1220,Mercedes,GLE 350 4MATIC,2020,Ağ,2.0,Benzin,64000,Avtomat,Xeyr,55900
1224,Hyundai,Elantra,2017,Boz,2.0,Benzin,190525,Avtomat,Xeyr,11977
1225,Changan,Qiyuan A05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,13800
